Date,Region,District,Population,Densite,Maladie,Cas_confirmes,Morts,Temperature_moy,Humidite_moy,Precipitations_tota,Vent_vit_moy,Densite_moustiques,Espece_vecteur,Acces_soins
2021-07-15,Tambacounda,TAMBACOUNDA,889945,21.0,Dengue,7,0,30.1,47.78,863.24,2.69,0.01,Aedes aegypti,0.89
2021-07-15,Thies,THIES,2219453,332.64,Paludisme,9037,66,25.87,62.27,871.83,3.36,4.07,Anopheles gambiae,0.91
2021-07-15,Thies,TIVAOUANE,2219453,332.64,Dengue,15,0,25.87,62.27,871.83,3.36,0.01,Aedes aegypti,0.89
2021-07-15,Ziguinchor,BIGNONA,676913,92.0,Paludisme,9273,79,26.63,71.02,1500.0,1.21,13.7,Anopheles gambiae,0.61
2021-07-15,Ziguinchor,BIGNONA,676913,92.0,Dengue,58,0,26.63,71.02,1500.0,1.21,0.09,Aedes aegypti,0.82
2021-08-15,Dakar,DAKAR-NORD,3841685,7023.23,Paludisme,9594,79,25.62,81.3,1048.04,4.39,2.5,Anopheles gambiae,0.87
2021-08-15,Dakar,MBAO,3841685,7023.23,Dengue,2,0,25.62,81.3,1048.04,4.39,0.0,Aedes aegypti,0.91
2021-08-15,Diourbel,DIOURBEL,1868583,387.38,Paludisme,15615,142,27.7,51.66,751.66,2.81,8.36,Anopheles gambiae,0.82
2021-08-15,Diourbel,TOUBA,1868583,387.38,Dengue,0,0,27.7,51.66,751.66,2.81,0.0,Aedes aegypti,0.83
2021-08-15,Fatick,GOSSASS,916565,133.78,Paludisme,905,7,28.61,53.18,1080.51,2.96,0.99,Anopheles gambiae,0.87
2021-08-15,Fatick,SOKONE,916565,133.78,Dengue,8,0,28.61,53.18,1080.51,2.96,0.01,Aedes aegypti,0.9
2021-08-15,Kaffrine,KAFFRINE,761524,67.89,Paludisme,2518,21,27.41,47.8,757.08,2.27,3.31,Anopheles gambiae,0.65
2021-08-15,Kaffrine,KAFFRINE,761524,67.89,Dengue,10,0,27.41,47.8,757.08,2.27,0.01,Aedes aegypti,0.75
2021-08-15,Kaolack,KOUNGUEUL,1200460,224.2,Paludisme,27290,193,27.06,56.41,679.43,2.57,22.73,Anopheles gambiae,0.78
2021-08-15,Kaolack,KAOLACK,1200460,224.2,Dengue,1,0,27.06,56.41,679.43,2.57,0.0,Aedes aegypti,0.69
2021-08-15,Kedougou,KEDOUGOU,196866,11.71,Paludisme,2,0,28.18,55.47,1500.0,1.92,0.01,Anopheles gambiae,0.87
2021-08-15,Kedougou,SALEMATA,196866,11.71,Dengue,3,0,28.18,55.47,1500.0,1.92,0.02,Aedes aegypti,0.73
2021-08-15,Kolda,KOLDA,851478,62.0,Paludisme,20989,152,26.56,64.84,1500.0,1.93,24.65,Anopheles gambiae,0.8
2021-08-15,Kolda,KOLDA,851478,62.0,Dengue,0,0,26.56,64.84,1500.0,1.93,0.0,Aedes aegypti,0.86
2021-08-15,Louga,DAROU-MOUSTY,1058032,42.4,Paludisme,2192,7,26.77,52.18,577.17,3.23,2.07,Anopheles gambiae,0.67
2021-08-15,Louga,KEUR-MOMAR-SARR,1058032,42.4,Dengue,5,0,26.77,52.18,577.17,3.23,0.0,Aedes aegypti,0.69
2021-08-15,Matam,DAGANA,731162,24.88,Paludisme,3126,21,28.69,42.79,823.29,2.87,4.28,Anopheles gambiae,0.7
2021-08-15,Matam,MATAM,731162,24.88,Dengue,46,0,28.69,42.79,823.29,2.87,0.06,Aedes aegypti,0.69
2021-08-15,Saint-Louis,RICHARD-TOLL,1099518,57.12,Paludisme,1110,5,25.9,56.76,653.86,3.66,1.01,Anopheles gambiae,0.8
2021-08-15,Saint-Louis,PODOR,1099518,57.12,Dengue,30,0,25.9,56.76,653.86,3.66,0.03,Aedes aegypti,0.8
2021-08-15,Sedhiou,BOUNKILING,583799,79.4,Paludisme,15069,68,27.17,68.4,1500.0,1.76,25.81,Anopheles gambiae,0.72
2021-08-15,Sedhiou,BOUNKILING,583799,79.4,Dengue,59,0,27.17,68.4,1500.0,1.76,0.1,Aedes aegypti,0.7
2021-08-15,Tambacounda,TAMBACOUNDA,889945,21.0,Paludisme,59262,223,29.21,43.92,908.9,2.48,66.59,Anopheles gambiae,0.72
2021-08-15,Tambacounda,DIANKHEMAKHAN,889945,21.0,Dengue,5,0,29.21,43.92,908.9,2.48,0.01,Aedes aegypti,0.84
2021-08-15,Thies,POPENGUINE,2219453,332.64,Paludisme,5000,15,25.91,65.93,1212.98,3.31,2.25,Anopheles gambiae,0.85
2021-08-15,Thies,MEKHE,2219453,332.64,Dengue,2,0,25.91,65.93,1212.98,3.31,0.0,Aedes aegypti,0.86
2021-08-15,Ziguinchor,OUSSOUYE,676913,92.0,Paludisme,4095,31,26.39,67.14,758.56,1.19,6.05,Anopheles gambiae,0.83
2021-08-15,Ziguinchor,OUSSOUYE,676913,92.0,Dengue,0,0,26.39,67.14,758.56,1.19,0.0,Aedes aegypti,0.89
2021-09-15,Dakar,YEUMBEUL,3841685,7023.23,Paludisme,24942,205,24.57,79.4,649.59,4.27,6.49,Anopheles gambiae,0.88
2021-09-15,Dakar,DAKAR-NORD,3841685,7023.23,Dengue,0,0,24.57,79.4,649.59,4.27,0.0,Aedes aegypti,0.93
2021-09-15,Diourbel,MBACKE,1868583,387.38,Paludisme,11662,85,27.4,56.27,638.94,2.77,6.24,Anopheles gambiae,0.69
2021-09-15,Diourbel,TOUBA,1868583,387.38,Dengue,44,0,27.4,56.27,638.94,2.77,0.02,Aedes aegypti,0.76
2021-09-15,Fatick,GOSSASS,916565,133.78,Paludisme,407,2,27.96,47.29,549.01,3.01,0.44,Anopheles gambiae,0.86
2021-09-15,Fatick,GOSSASS,916565,133.78,Dengue,11,0,27.96,47.29,549.01,3.01,0.01,Aedes aegypti,0.81
2021-09-15,Kaffrine,BIRKELANE,761524,67.89,Paludisme,2311,17,27.8,49.62,1118.74,2.53,3.03,Anopheles gambiae,0.6
2021-09-15,Kaffrine,MALEM-HODDAR,761524,67.89,Dengue,8,0,27.8,49.62,1118.74,2.53,0.01,Aedes aegypti,0.87
2021-09-15,Kaolack,KOUNGUEUL,1200460,224.2,Paludisme,0,0,27.06,54.54,599.11,2.75,0.0,Anopheles gambiae,0.85
2021-09-15,Kaolack,GUINGUINEO,1200460,224.2,Dengue,2,0,27.06,54.54,599.11,2.75,0.0,Aedes aegypti,0.84
2021-09-15,Kedougou,SARAYA,196866,11.71,Paludisme,82228,519,27.88,56.38,1319.4,1.92,100.0,Anopheles gambiae,0.63
2021-09-15,Kedougou,KEDOUGOU,196866,11.71,Dengue,2,0,27.88,56.38,1319.4,1.92,0.01,Aedes aegypti,0.67
2021-09-15,Kolda,VELINGARA,851478,62.0,Paludisme,154149,1192,27.3,57.54,1500.0,1.92,100.0,Anopheles gambiae,0.73
2021-09-15,Kolda,KOLDA,851478,62.0,Dengue,2,0,27.3,57.54,1500.0,1.92,0.0,Aedes aegypti,0.9
2021-09-15,Louga,SAKAL,1058032,42.4,Paludisme,1007,5,27.12,56.44,481.73,3.21,0.95,Anopheles gambiae,0.79
2021-09-15,Louga,KEBEMER,1058032,42.4,Dengue,2,0,27.12,56.44,481.73,3.21,0.0,Aedes aegypti,0.62
2021-09-15,Matam,RANEROU,731162,24.88,Paludisme,5066,27,28.68,45.14,1017.42,2.86,6.93,Anopheles gambiae,0.66
2021-09-15,Matam,KANEL,731162,24.88,Dengue,74,0,28.68,45.14,1017.42,2.86,0.1,Aedes aegypti,0.8
2021-09-15,Saint-Louis,PODOR,1099518,57.12,Paludisme,905,4,27.22,56.42,281.49,3.71,0.82,Anopheles gambiae,0.83
2021-09-15,Saint-Louis,RICHARD-TOLL,1099518,57.12,Dengue,36,0,27.22,56.42,281.49,3.71,0.03,Aedes aegypti,0.63
2021-09-15,Sedhiou,GOUDOMP,583799,79.4,Paludisme,4081,17,26.93,67.57,1500.0,1.52,6.99,Anopheles gambiae,0.82
2021-09-15,Sedhiou,GOUDOMP,583799,79.4,Dengue,0,0,26.93,67.57,1500.0,1.52,0.0,Aedes aegypti,0.63
2021-09-15,Tambacounda,GOUDIRY,889945,21.0,Paludisme,3956,14,29.42,45.42,825.92,2.62,4.45,Anopheles gambiae,0.69
2021-09-15,Tambacounda,TAMBACOUNDA,889945,21.0,Dengue,7,0,29.42,45.42,825.92,2.62,0.01,Aedes aegypti,0.71
2021-09-15,Thies,POUT,2219453,332.64,Paludisme,5186,47,25.01,62.86,1220.37,3.35,2.34,Anopheles gambiae,0.94
2021-09-15,Thies,POUT,2219453,332.64,Dengue,6,0,25.01,62.86,1220.37,3.35,0.0,Aedes aegypti,0.88
2021-09-15,Ziguinchor,BIGNONA,676913,92.0,Paludisme,7501,50,26.58,61.92,1500.0,1.14,11.08,Anopheles gambiae,0.84
2021-09-15,Ziguinchor,ZIGUINCHOR,676913,92.0,Dengue,55,0,26.58,61.92,1500.0,1.14,0.08,Aedes aegypti,0.7
2021-10-15,Dakar,MBAO,3841685,7023.23,Paludisme,23715,94,24.97,80.49,559.07,4.69,6.17,Anopheles gambiae,0.92
2021-10-15,Dakar,MBAO,3841685,7023.23,Dengue,2,0,24.97,80.49,559.07,4.69,0.0,Aedes aegypti,0.82
2021-10-15,Diourbel,TOUBA,1868583,387.38,Paludisme,19142,99,27.54,50.66,663.3,2.99,10.24,Anopheles gambiae,0.73
2021-10-15,Diourbel,MBACKE,1868583,387.38,Dengue,180,0,27.54,50.66,663.3,2.99,0.1,Aedes aegypti,0.61
2021-10-15,Fatick,SOKONE,916565,133.78,Paludisme,639,4,27.21,55.97,865.49,2.7,0.7,Anopheles gambiae,0.62
2021-10-15,Fatick,NDOFFANE,916565,133.78,Dengue,2,0,27.21,55.97,865.49,2.7,0.0,Aedes aegypti,0.73
2021-10-15,Kaffrine,MALEM-HODDAR,761524,67.89,Paludisme,7172,33,27.48,57.26,970.42,2.43,9.42,Anopheles gambiae,0.78
2021-10-15,Kaffrine,KAFFRINE,761524,67.89,Dengue,14,0,27.48,57.26,970.42,2.43,0.02,Aedes aegypti,0.73
2021-10-15,Kaolack,GUINGUINEO,1200460,224.2,Paludisme,15197,127,26.93,56.11,635.82,2.42,12.66,Anopheles gambiae,0.67
2021-10-15,Kaolack,NIORO DU RIP,1200460,224.2,Dengue,3,0,26.93,56.11,635.82,2.42,0.0,Aedes aegypti,0.61
2021-10-15,Kedougou,KEDOUGOU,196866,11.71,Paludisme,16742,114,28.14,54.84,1500.0,1.87,85.04,Anopheles gambiae,0.75
2021-10-15,Kedougou,SARAYA,196866,11.71,Dengue,2,0,28.14,54.84,1500.0,1.87,0.01,Aedes aegypti,0.75
2021-10-15,Kolda,MEDINA-YORO-FOULAH,851478,62.0,Paludisme,15875,99,26.79,58.92,1348.62,2.33,18.64,Anopheles gambiae,0.89
2021-10-15,Kolda,MEDINA-YORO-FOULAH,851478,62.0,Dengue,0,0,26.79,58.92,1348.62,2.33,0.0,Aedes aegypti,0.8
2021-10-15,Louga,COKI,1058032,42.4,Paludisme,2065,13,26.79,51.75,572.19,3.25,1.95,Anopheles gambiae,0.87
2021-10-15,Louga,DAROU-MOUSTY,1058032,42.4,Dengue,7,0,26.79,51.75,572.19,3.25,0.01,Aedes aegypti,0.87
2021-10-15,Matam,KIDIRA,731162,24.88,Paludisme,7118,27,29.23,42.31,661.4,2.85,9.74,Anopheles gambiae,0.89
2021-10-15,Matam,DAGANA,731162,24.88,Dengue,32,0,29.23,42.31,661.4,2.85,0.04,Aedes aegypti,0.74
2021-10-15,Saint-Louis,PETE,1099518,57.12,Paludisme,633,2,25.83,53.09,1025.1,3.72,0.58,Anopheles gambiae,0.89
2021-10-15,Saint-Louis,PETE,1099518,57.12,Dengue,15,0,25.83,53.09,1025.1,3.72,0.01,Aedes aegypti,0.67
2021-10-15,Sedhiou,SEDHIOU,583799,79.4,Paludisme,5592,22,26.4,68.2,1500.0,1.71,9.58,Anopheles gambiae,0.89
2021-10-15,Sedhiou,GOUDOMP,583799,79.4,Dengue,41,0,26.4,68.2,1500.0,1.71,0.07,Aedes aegypti,0.88
2021-10-15,Tambacounda,TAMBACOUNDA,889945,21.0,Paludisme,60590,415,30.08,49.35,814.72,2.43,68.08,Anopheles gambiae,0.78
2021-10-15,Tambacounda,GOUDIRY,889945,21.0,Dengue,4,0,30.08,49.35,814.72,2.43,0.0,Aedes aegypti,0.64
2021-10-15,Thies,THIES,2219453,332.64,Paludisme,5469,49,25.67,64.12,256.19,3.45,2.46,Anopheles gambiae,0.88
2021-10-15,Thies,KHOMBOLE,2219453,332.64,Dengue,8,0,25.67,64.12,256.19,3.45,0.0,Aedes aegypti,0.95
2021-10-15,Ziguinchor,OUSSOUYE,676913,92.0,Paludisme,4420,36,26.61,71.72,1500.0,1.19,6.53,Anopheles gambiae,0.64
2021-10-15,Ziguinchor,OUSSOUYE,676913,92.0,Dengue,2,0,26.61,71.72,1500.0,1.19,0.0,Aedes aegypti,0.66
2021-11-15,Dakar,KEUR-MASSAR,3841685,7023.23,Paludisme,16222,82,25.3,80.41,722.18,4.6,4.22,Anopheles gambiae,0.82
2021-11-15,Dakar,DAKAR-CENTRE,3841685,7023.23,Dengue,72,0,25.3,80.41,722.18,4.6,0.02,Aedes aegypti,0.91
2021-11-15,Diourbel,BAMBEY,1868583,387.38,Paludisme,9516,66,27.66,47.26,621.15,2.83,5.09,Anopheles gambiae,0.66
2021-11-15,Diourbel,MBACKE,1868583,387.38,Dengue,195,0,27.66,47.26,621.15,2.83,0.1,Aedes aegypti,0.76
2021-11-15,Fatick,GOSSASS,916565,133.78,Paludisme,1379,11,28.05,52.37,742.15,2.95,1.5,Anopheles gambiae,0.69
2021-11-15,Fatick,DIOFFIOR,916565,133.78,Dengue,43,0,28.05,52.37,742.15,2.95,0.05,Aedes aegypti,0.64
2021-11-15,Kaffrine,BIRKELANE,761524,67.89,Paludisme,4563,14,28.33,48.29,756.21,2.62,5.99,Anopheles gambiae,0.6
2021-11-15,Kaffrine,MALEM-HODDAR,761524,67.89,Dengue,3,0,28.33,48.29,756.21,2.62,0.0,Aedes aegypti,0.72
2021-11-15,Kaolack,KOUNGUEUL,1200460,224.2,Paludisme,6582,52,27.39,56.0,1103.5,2.6,5.48,Anopheles gambiae,0.78
2021-11-15,Kaolack,GUINGUINEO,1200460,224.2,Dengue,2,0,27.39,56.0,1103.5,2.6,0.0,Aedes aegypti,0.78
2021-11-15,Kedougou,SALEMATA,196866,11.71,Paludisme,63800,358,27.8,56.32,1500.0,1.97,100.0,Anopheles gambiae,0.7
2021-11-15,Kedougou,SALEMATA,196866,11.71,Dengue,3,0,27.8,56.32,1500.0,1.97,0.02,Aedes aegypti,0.71
2021-11-15,Kolda,KOLDA,851478,62.0,Paludisme,104623,444,27.41,66.92,1133.87,2.03,100.0,Anopheles gambiae,0.72
2021-11-15,Kolda,KOLDA,851478,62.0,Dengue,97,0,27.41,66.92,1133.87,2.03,0.11,Aedes aegypti,0.82
2021-11-15,Louga,KEUR-MOMAR-SARR,1058032,42.4,Paludisme,3060,24,27.03,52.75,758.21,3.15,2.89,Anopheles gambiae,0.69
2021-11-15,Louga,LOUGA,1058032,42.4,Dengue,11,0,27.03,52.75,758.21,3.15,0.01,Aedes aegypti,0.86
2021-11-15,Matam,DAGANA,731162,24.88,Paludisme,5819,46,28.69,38.33,488.14,2.76,7.96,Anopheles gambiae,0.62
2021-11-15,Matam,DAGANA,731162,24.88,Dengue,14,0,28.69,38.33,488.14,2.76,0.02,Aedes aegypti,0.87
2021-11-15,Saint-Louis,RICHARD-TOLL,1099518,57.12,Paludisme,304,3,26.23,54.27,528.55,3.77,0.28,Anopheles gambiae,0.68
2021-11-15,Saint-Louis,RICHARD-TOLL,1099518,57.12,Dengue,9,0,26.23,54.27,528.55,3.77,0.01,Aedes aegypti,0.85
2021-11-15,Sedhiou,SEDHIOU,583799,79.4,Paludisme,2,0,26.25,66.98,1500.0,1.86,0.0,Anopheles gambiae,0.67
2021-11-15,Sedhiou,SEDHIOU,583799,79.4,Dengue,2,0,26.25,66.98,1500.0,1.86,0.0,Aedes aegypti,0.86
2021-11-15,Tambacounda,TAMBACOUNDA,889945,21.0,Paludisme,97238,390,29.57,46.52,866.13,2.64,100.0,Anopheles gambiae,0.66
2021-11-15,Tambacounda,DIANKHEMAKHAN,889945,21.0,Dengue,6,0,29.57,46.52,866.13,2.64,0.01,Aedes aegypti,0.89
2021-11-15,Thies,TIVAOUANE,2219453,332.64,Paludisme,5204,35,24.82,67.13,476.61,3.25,2.34,Anopheles gambiae,0.86
2021-11-15,Thies,JOAL,2219453,332.64,Dengue,13,0,24.82,67.13,476.61,3.25,0.01,Aedes aegypti,0.91
2021-11-15,Ziguinchor,BIGNONA,676913,92.0,Paludisme,4790,30,26.48,68.08,913.84,1.12,7.08,Anopheles gambiae,0.8
2021-11-15,Ziguinchor,DIOULOULOU,676913,92.0,Dengue,49,0,26.48,68.08,913.84,1.12,0.07,Aedes aegypti,0.71
2021-12-15,Dakar,DAKAR-SUD,3841685,7023.23,Paludisme,22410,70,23.15,80.36,693.65,4.53,5.83,Anopheles gambiae,0.93
2021-12-15,Dakar,YEUMBEUL,3841685,7023.23,Dengue,35,0,23.15,80.36,693.65,4.53,0.01,Aedes aegypti,0.94
2021-12-15,Diourbel,DIOURBEL,1868583,387.38,Paludisme,15406,77,28.08,52.51,944.45,3.16,8.24,Anopheles gambiae,0.75
2021-12-15,Diourbel,TOUBA,1868583,387.38,Dengue,4,0,28.08,52.51,944.45,3.16,0.0,Aedes aegypti,0.74
2021-12-15,Fatick,FATICK,916565,133.78,Paludisme,1654,8,27.45,51.49,494.45,2.89,1.8,Anopheles gambiae,0.84
2021-12-15,Fatick,NIAKHAR,916565,133.78,Dengue,2,0,27.45,51.49,494.45,2.89,0.0,Aedes aegypti,0.76
2021-12-15,Kaffrine,MALEM-HODDAR,761524,67.89,Paludisme,2876,12,27.93,50.01,762.13,2.66,3.78,Anopheles gambiae,0.82
2021-12-15,Kaffrine,MALEM-HODDAR,761524,67.89,Dengue,6,0,27.93,50.01,762.13,2.66,0.01,Aedes aegypti,0.73
2021-12-15,Kaolack,KAOLACK,1200460,224.2,Paludisme,14968,89,27.05,57.64,850.79,2.61,12.47,Anopheles gambiae,0.64
2021-12-15,Kaolack,GUINGUINEO,1200460,224.2,Dengue,2,0,27.05,57.64,850.79,2.61,0.0,Aedes aegypti,0.65
2021-12-15,Kedougou,SARAYA,196866,11.71,Paludisme,85589,304,27.95,57.07,1500.0,2.07,100.0,Anopheles gambiae,0.89
2021-12-15,Kedougou,SARAYA,196866,11.71,Dengue,2,0,27.95,57.07,1500.0,2.07,0.01,Aedes aegypti,0.85
2021-12-15,Kolda,VELINGARA,851478,62.0,Paludisme,97699,538,27.94,64.51,1308.87,1.83,100.0,Anopheles gambiae,0.85
2021-12-15,Kolda,VELINGARA,851478,62.0,Dengue,63,0,27.94,64.51,1308.87,1.83,0.07,Aedes aegypti,0.65
2021-12-15,Louga,LOUGA,1058032,42.4,Paludisme,1179,7,27.24,53.91,525.24,3.2,1.11,Anopheles gambiae,0.78
2021-12-15,Louga,COKI,1058032,42.4,Dengue,2,0,27.24,53.91,525.24,3.2,0.0,Aedes aegypti,0.71
2021-12-15,Matam,KANEL,731162,24.88,Paludisme,4773,25,28.85,46.93,801.22,2.86,6.53,Anopheles gambiae,0.8
2021-12-15,Matam,KANEL,731162,24.88,Dengue,1,0,28.85,46.93,801.22,2.86,0.0,Aedes aegypti,0.9
2021-12-15,Saint-Louis,SAINT-LOUIS,1099518,57.12,Paludisme,1263,12,26.81,55.21,323.19,3.62,1.15,Anopheles gambiae,0.83
2021-12-15,Saint-Louis,SAINT-LOUIS,1099518,57.12,Dengue,20,0,26.81,55.21,323.19,3.62,0.02,Aedes aegypti,0.87
2021-12-15,Sedhiou,SEDHIOU,583799,79.4,Paludisme,3824,15,26.71,69.74,880.39,1.5,6.55,Anopheles gambiae,0.89
2021-12-15,Sedhiou,GOUDOMP,583799,79.4,Dengue,1,0,26.71,69.74,880.39,1.5,0.0,Aedes aegypti,0.61
2021-12-15,Tambacounda,BAKEL,889945,21.0,Paludisme,103173,854,29.21,48.53,893.6,2.47,100.0,Anopheles gambiae,0.85
2021-12-15,Tambacounda,BAKEL,889945,21.0,Dengue,6,0,29.21,48.53,893.6,2.47,0.01,Aedes aegypti,0.69
2021-12-15,Thies,THIADIAYE,2219453,332.64,Paludisme,4122,13,25.32,66.32,877.43,3.57,1.86,Anopheles gambiae,0.84
2021-12-15,Thies,KHOMBOLE,2219453,332.64,Dengue,4,0,25.32,66.32,877.43,3.57,0.0,Aedes aegypti,0.84
2021-12-15,Ziguinchor,THIONCK-ESSYL,676913,92.0,Paludisme,6005,26,26.69,65.79,1500.0,1.24,8.87,Anopheles gambiae,0.85
2021-12-15,Ziguinchor,DIOULOULOU,676913,92.0,Dengue,24,0,26.69,65.79,1500.0,1.24,0.04,Aedes aegypti,0.77
2022-01-15,Dakar,DAKAR-SUD,3937727,7198.81,Paludisme,16494,145,24.04,80.42,728.31,4.54,4.19,Anopheles gambiae,0.94
2022-01-15,Dakar,DAKAR-NORD,3937727,7198.81,Dengue,32,0,24.04,80.42,728.31,4.54,0.01,Aedes aegypti,0.86
2022-01-15,Diourbel,BAMBEY,1915297,397.06,Paludisme,17879,130,27.53,45.28,735.42,3.08,9.33,Anopheles gambiae,0.73
2022-01-15,Diourbel,BAMBEY,1915297,397.06,Dengue,250,1,27.53,45.28,735.42,3.08,0.13,Aedes aegypti,0.67
2022-01-15,Fatick,GOSSASS,939479,137.12,Paludisme,1185,9,27.41,52.21,657.74,2.65,1.26,Anopheles gambiae,0.9
2022-01-15,Fatick,NIAKHAR,939479,137.12,Dengue,20,0,27.41,52.21,657.74,2.65,0.02,Aedes aegypti,0.62
2022-01-15,Kaffrine,MALEM-HODDAR,780562,69.59,Paludisme,2658,26,27.47,47.99,767.69,2.54,3.41,Anopheles gambiae,0.74
2022-01-15,Kaffrine,KAFFRINE,780562,69.59,Dengue,4,0,27.47,47.99,767.69,2.54,0.01,Aedes aegypti,0.78
2022-01-15,Kaolack,GUINGUINEO,1230471,229.8,Paludisme,21342,149,27.02,54.52,788.2,2.59,17.34,Anopheles gambiae,0.72
2022-01-15,Kaolack,NIORO DU RIP,1230471,229.8,Dengue,2,0,27.02,54.52,788.2,2.59,0.0,Aedes aegypti,0.72
2022-01-15,Kedougou,KEDOUGOU,201788,12.01,Paludisme,107304,693,28.02,54.9,1500.0,1.89,100.0,Anopheles gambiae,0.61
2022-01-15,Kedougou,KEDOUGOU,201788,12.01,Dengue,2,0,28.02,54.9,1500.0,1.89,0.01,Aedes aegypti,0.68
2022-01-15,Kolda,MEDINA-YORO-FOULAH,872765,63.55,Paludisme,161273,833,26.31,54.51,1500.0,2.08,100.0,Anopheles gambiae,0.82
2022-01-15,Kolda,MEDINA-YORO-FOULAH,872765,63.55,Dengue,71,0,26.31,54.51,1500.0,2.08,0.08,Aedes aegypti,0.6
2022-01-15,Louga,LOUGA,1084483,43.46,Paludisme,1290,8,26.67,52.98,1099.76,3.33,1.19,Anopheles gambiae,0.63
2022-01-15,Louga,COKI,1084483,43.46,Dengue,2,0,26.67,52.98,1099.76,3.33,0.0,Aedes aegypti,0.83
2022-01-15,Matam,DAGANA,749441,25.5,Paludisme,7388,23,29.06,42.18,1059.95,2.9,9.86,Anopheles gambiae,0.64
2022-01-15,Matam,KANEL,749441,25.5,Dengue,0,0,29.06,42.18,1059.95,2.9,0.0,Aedes aegypti,0.65
2022-01-15,Saint-Louis,PODOR,1127006,58.55,Paludisme,809,5,27.05,56.94,1035.31,3.72,0.72,Anopheles gambiae,0.77
2022-01-15,Saint-Louis,SAINT-LOUIS,1127006,58.55,Dengue,85,0,27.05,56.94,1035.31,3.72,0.08,Aedes aegypti,0.84
2022-01-15,Sedhiou,BOUNKILING,598394,81.39,Paludisme,2709,18,26.41,63.65,1500.0,1.61,4.53,Anopheles gambiae,0.84
2022-01-15,Sedhiou,BOUNKILING,598394,81.39,Dengue,11,0,26.41,63.65,1500.0,1.61,0.02,Aedes aegypti,0.72
2022-01-15,Tambacounda,TAMBACOUNDA,912193,21.52,Paludisme,58669,337,30.01,42.97,717.83,2.54,64.32,Anopheles gambiae,0.65
2022-01-15,Tambacounda,GOUDIRY,912193,21.52,Dengue,6,0,30.01,42.97,717.83,2.54,0.01,Aedes aegypti,0.61
2022-01-15,Thies,THIADIAYE,2274939,340.95,Paludisme,2483,22,25.68,59.69,1207.12,3.29,1.09,Anopheles gambiae,0.85
2022-01-15,Thies,POUT,2274939,340.95,Dengue,8,0,25.68,59.69,1207.12,3.29,0.0,Aedes aegypti,0.87
2022-01-15,Ziguinchor,BIGNONA,693836,94.3,Paludisme,5076,29,26.48,68.89,1334.2,1.21,7.32,Anopheles gambiae,0.66
2022-01-15,Ziguinchor,BIGNONA,693836,94.3,Dengue,17,0,26.48,68.89,1334.2,1.21,0.02,Aedes aegypti,0.65
2022-02-15,Dakar,RUFISQUE,3937727,7198.81,Paludisme,16209,142,23.36,80.09,658.54,4.45,4.12,Anopheles gambiae,0.81
2022-02-15,Dakar,DIAMNIADIO,3937727,7198.81,Dengue,37,0,23.36,80.09,658.54,4.45,0.01,Aedes aegypti,0.8
2022-02-15,Diourbel,DIOURBEL,1915297,397.06,Paludisme,32863,181,27.69,52.56,453.12,2.94,17.16,Anopheles gambiae,0.68
2022-02-15,Diourbel,KOUPENTOUM,1915297,397.06,Dengue,34,0,27.69,52.56,453.12,2.94,0.02,Aedes aegypti,0.75
2022-02-15,Fatick,DIOFFIOR,939479,137.12,Paludisme,1113,11,27.37,54.41,721.14,3.05,1.18,Anopheles gambiae,0.79
2022-02-15,Fatick,DIOFFIOR,939479,137.12,Dengue,2,0,27.37,54.41,721.14,3.05,0.0,Aedes aegypti,0.9
2022-02-15,Kaffrine,MALEM-HODDAR,780562,69.59,Paludisme,2615,9,27.85,57.45,1217.16,2.67,3.35,Anopheles gambiae,0.81
2022-02-15,Kaffrine,BIRKELANE,780562,69.59,Dengue,2,0,27.85,57.45,1217.16,2.67,0.0,Aedes aegypti,0.89
2022-02-15,Kaolack,NIORO DU RIP,1230471,229.8,Paludisme,12555,49,27.25,58.59,991.97,2.6,10.2,Anopheles gambiae,0.8
2022-02-15,Kaolack,GUINGUINEO,1230471,229.8,Dengue,2,0,27.25,58.59,991.97,2.6,0.0,Aedes aegypti,0.88
2022-02-15,Kedougou,SALEMATA,201788,12.01,Paludisme,71399,402,27.96,54.37,1500.0,1.95,100.0,Anopheles gambiae,0.76
2022-02-15,Kedougou,KEDOUGOU,201788,12.01,Dengue,3,0,27.96,54.37,1500.0,1.95,0.01,Aedes aegypti,0.72
2022-02-15,Kolda,KOLDA,872765,63.55,Paludisme,105193,925,25.93,77.13,1500.0,2.13,100.0,Anopheles gambiae,0.78
2022-02-15,Kolda,KOLDA,872765,63.55,Dengue,27,0,25.93,77.13,1500.0,2.13,0.03,Aedes aegypti,0.66
2022-02-15,Louga,COKI,1084483,43.46,Paludisme,3644,35,27.38,52.16,557.42,3.34,3.36,Anopheles gambiae,0.83
2022-02-15,Louga,DAHRA,1084483,43.46,Dengue,6,0,27.38,52.16,557.42,3.34,0.01,Aedes aegypti,0.82
2022-02-15,Matam,KIDIRA,749441,25.5,Paludisme,1522,7,28.63,44.14,581.43,2.81,2.03,Anopheles gambiae,0.84
2022-02-15,Matam,DAGANA,749441,25.5,Dengue,40,0,28.63,44.14,581.43,2.81,0.05,Aedes aegypti,0.8
2022-02-15,Saint-Louis,PETE,1127006,58.55,Paludisme,851,7,26.1,57.08,744.32,3.77,0.76,Anopheles gambiae,0.84
