Date,Region,Maladie,Cas_confirmes,Temperature,Humidite,Precipitations,Zone_humide,Densite_moustiques,Espece_vecteur,Population,Densite_population,Acces_soins
2017-11-30,Louga,Paludisme,74,32.2,62,5.9,partiel,558,Anopheles,1100000,40,67
2017-11-30,Matam,Dengue,12,28.1,60,3.7,non,699,Aedes,600000,20,50
2017-11-30,Matam,Paludisme,52,28.1,60,3.7,non,699,Anopheles,600000,20,50
2017-11-30,Saint-Louis,Dengue,27,32.7,62,11.8,partiel,681,Aedes,1000000,80,72
2017-11-30,Saint-Louis,Paludisme,86,32.7,62,11.8,partiel,681,Anopheles,1000000,80,72
2017-11-30,Sedhiou,Dengue,10,26.7,75,6.2,oui,916,Aedes,500000,35,53
2017-11-30,Sedhiou,Paludisme,31,26.7,75,6.2,oui,916,Anopheles,500000,35,53
2017-11-30,Tambacounda,Dengue,19,36.1,59,1.3,partiel,737,Aedes,800000,25,52
2017-11-30,Tambacounda,Paludisme,45,36.1,59,1.3,partiel,737,Anopheles,800000,25,52
2017-11-30,Thies,Dengue,44,33.2,71,2.7,partiel,472,Aedes,2000000,200,75
2017-11-30,Thies,Paludisme,119,33.2,71,2.7,partiel,472,Anopheles,2000000,200,75
2017-11-30,Ziguinchor,Dengue,18,32.4,79,11.1,oui,1155,Aedes,600000,90,70
2017-11-30,Ziguinchor,Paludisme,54,32.4,79,11.1,oui,1155,Anopheles,600000,90,70
2017-12-31,Dakar,Dengue,73,29.9,71,4.2,oui,1031,Aedes,3500000,6025,85
2017-12-31,Dakar,Paludisme,250,29.9,71,4.2,oui,1031,Anopheles,3500000,6025,85
2017-12-31,Diourbel,Dengue,39,31.3,69,2.9,partiel,655,Aedes,1800000,120,70
2017-12-31,Diourbel,Paludisme,160,31.3,69,2.9,partiel,655,Anopheles,1800000,120,70
2017-12-31,Fatick,Dengue,19,31.0,68,3.9,oui,1092,Aedes,900000,45,65
2017-12-31,Fatick,Paludisme,54,31.0,68,3.9,oui,1092,Anopheles,900000,45,65
2017-12-31,Kaffrine,Dengue,13,31.7,61,11.7,partiel,545,Aedes,700000,50,60
2017-12-31,Kaffrine,Paludisme,37,31.7,61,11.7,partiel,545,Anopheles,700000,50,60
2017-12-31,Kaolack,Dengue,26,32.4,61,12.9,oui,722,Aedes,1200000,150,68
2017-12-31,Kaolack,Paludisme,72,32.4,61,12.9,oui,722,Anopheles,1200000,150,68
2017-12-31,Kedougou,Dengue,8,31.6,45,4.4,oui,870,Aedes,200000,12,55
2017-12-31,Kedougou,Paludisme,21,31.6,45,4.4,oui,870,Anopheles,200000,12,55
2017-12-31,Kolda,Dengue,26,29.0,80,6.3,oui,1050,Aedes,800000,60,58
2017-12-31,Kolda,Paludisme,89,29.0,80,6.3,oui,1050,Anopheles,800000,60,58
2017-12-31,Louga,Dengue,34,26.0,63,11.3,partiel,650,Aedes,1100000,40,67
2017-12-31,Louga,Paludisme,101,26.0,63,11.3,partiel,650,Anopheles,1100000,40,67
2017-12-31,Matam,Dengue,11,31.0,42,4.1,non,643,Aedes,600000,20,50
2017-12-31,Matam,Paludisme,53,31.0,42,4.1,non,643,Anopheles,600000,20,50
2017-12-31,Saint-Louis,Dengue,20,29.9,67,4.7,partiel,561,Aedes,1000000,80,72
2017-12-31,Saint-Louis,Paludisme,80,29.9,67,4.7,partiel,561,Anopheles,1000000,80,72
2017-12-31,Sedhiou,Dengue,13,32.6,79,8.2,oui,1036,Aedes,500000,35,53
2017-12-31,Sedhiou,Paludisme,32,32.6,79,8.2,oui,1036,Anopheles,500000,35,53
2017-12-31,Tambacounda,Dengue,21,34.1,46,1.5,partiel,645,Aedes,800000,25,52
2017-12-31,Tambacounda,Paludisme,60,34.1,46,1.5,partiel,645,Anopheles,800000,25,52
2017-12-31,Thies,Dengue,41,32.4,63,13.6,partiel,536,Aedes,2000000,200,75
2017-12-31,Thies,Paludisme,116,32.4,63,13.6,partiel,536,Anopheles,2000000,200,75
2017-12-31,Ziguinchor,Dengue,17,28.1,78,5.2,oui,902,Aedes,600000,90,70
2017-12-31,Ziguinchor,Paludisme,48,28.1,78,5.2,oui,902,Anopheles,600000,90,70
2018-01-31,Dakar,Dengue,28,27.0,69,5.8,oui,415,Aedes,3500000,6025,85
2018-01-31,Dakar,Paludisme,125,27.0,69,5.8,oui,415,Anopheles,3500000,6025,85
2018-01-31,Diourbel,Dengue,20,32.1,65,12.1,partiel,277,Aedes,1800000,120,70
2018-01-31,Diourbel,Paludisme,41,32.1,65,12.1,partiel,277,Anopheles,1800000,120,70
2018-01-31,Fatick,Dengue,7,32.9,72,3.6,oui,362,Aedes,900000,45,65
2018-01-31,Fatick,Paludisme,30,32.9,72,3.6,oui,362,Anopheles,900000,45,65
2018-01-31,Kaffrine,Dengue,8,29.1,66,2.0,partiel,230,Aedes,700000,50,60
2018-01-31,Kaffrine,Paludisme,22,29.1,66,2.0,partiel,230,Anopheles,700000,50,60
2018-01-31,Kaolack,Dengue,11,34.1,72,12.1,oui,393,Aedes,1200000,150,68
2018-01-31,Kaolack,Paludisme,28,34.1,72,12.1,oui,393,Anopheles,1200000,150,68
2018-01-31,Kedougou,Dengue,3,30.5,50,4.0,oui,396,Aedes,200000,12,55
2018-01-31,Kedougou,Paludisme,10,30.5,50,4.0,oui,396,Anopheles,200000,12,55
2018-01-31,Kolda,Dengue,10,33.9,75,19.4,oui,332,Aedes,800000,60,58
2018-01-31,Kolda,Paludisme,27,33.9,75,19.4,oui,332,Anopheles,800000,60,58
2018-01-31,Louga,Dengue,13,31.6,72,9.5,partiel,215,Aedes,1100000,40,67
2018-01-31,Louga,Paludisme,33,31.6,72,9.5,partiel,215,Anopheles,1100000,40,67
2018-01-31,Matam,Dengue,6,30.6,47,4.7,non,229,Aedes,600000,20,50
2018-01-31,Matam,Paludisme,18,30.6,47,4.7,non,229,Anopheles,600000,20,50
2018-01-31,Saint-Louis,Dengue,9,27.3,60,10.2,partiel,245,Aedes,1000000,80,72
2018-01-31,Saint-Louis,Paludisme,29,27.3,60,10.2,partiel,245,Anopheles,1000000,80,72
2018-01-31,Sedhiou,Dengue,6,30.0,77,6.1,oui,364,Aedes,500000,35,53
2018-01-31,Sedhiou,Paludisme,15,30.0,77,6.1,oui,364,Anopheles,500000,35,53
2018-01-31,Tambacounda,Dengue,7,28.4,43,2.8,partiel,221,Aedes,800000,25,52
2018-01-31,Tambacounda,Paludisme,30,28.4,43,2.8,partiel,221,Anopheles,800000,25,52
2018-01-31,Thies,Dengue,26,33.7,64,14.5,partiel,220,Aedes,2000000,200,75
2018-01-31,Thies,Paludisme,71,33.7,64,14.5,partiel,220,Anopheles,2000000,200,75
2018-01-31,Ziguinchor,Dengue,7,30.6,73,11.6,oui,415,Aedes,600000,90,70
2018-01-31,Ziguinchor,Paludisme,28,30.6,73,11.6,oui,415,Anopheles,600000,90,70
2018-02-28,Dakar,Dengue,39,28.8,74,9.5,oui,474,Aedes,3500000,6025,85
2018-02-28,Dakar,Paludisme,108,28.8,74,9.5,oui,474,Anopheles,3500000,6025,85
2018-02-28,Diourbel,Dengue,18,30.3,71,5.2,partiel,264,Aedes,1800000,120,70
2018-02-28,Diourbel,Paludisme,58,30.3,71,5.2,partiel,264,Anopheles,1800000,120,70
2018-02-28,Fatick,Dengue,10,30.5,60,2.1,oui,377,Aedes,900000,45,65
2018-02-28,Fatick,Paludisme,27,30.5,60,2.1,oui,377,Anopheles,900000,45,65
2018-02-28,Kaffrine,Dengue,6,28.9,73,11.5,partiel,210,Aedes,700000,50,60
2018-02-28,Kaffrine,Paludisme,22,28.9,73,11.5,partiel,210,Anopheles,700000,50,60
2018-02-28,Kaolack,Dengue,13,27.1,64,7.2,oui,467,Aedes,1200000,150,68
2018-02-28,Kaolack,Paludisme,39,27.1,64,7.2,oui,467,Anopheles,1200000,150,68
2018-02-28,Kedougou,Dengue,3,31.9,55,4.7,oui,472,Aedes,200000,12,55
2018-02-28,Kedougou,Paludisme,9,31.9,55,4.7,oui,472,Anopheles,200000,12,55
2018-02-28,Kolda,Dengue,11,30.5,74,14.8,oui,358,Aedes,800000,60,58
2018-02-28,Kolda,Paludisme,28,30.5,74,14.8,oui,358,Anopheles,800000,60,58
2018-02-28,Louga,Dengue,12,28.0,61,2.5,partiel,218,Aedes,1100000,40,67
2018-02-28,Louga,Paludisme,40,28.0,61,2.5,partiel,218,Anopheles,1100000,40,67
2018-02-28,Matam,Dengue,5,32.4,52,3.1,non,276,Aedes,600000,20,50
2018-02-28,Matam,Paludisme,23,32.4,52,3.1,non,276,Anopheles,600000,20,50
2018-02-28,Saint-Louis,Dengue,9,34.0,66,12.1,partiel,248,Aedes,1000000,80,72
2018-02-28,Saint-Louis,Paludisme,29,34.0,66,12.1,partiel,248,Anopheles,1000000,80,72
2018-02-28,Sedhiou,Dengue,5,28.7,79,8.1,oui,331,Aedes,500000,35,53
2018-02-28,Sedhiou,Paludisme,15,28.7,79,8.1,oui,331,Anopheles,500000,35,53
2018-02-28,Tambacounda,Dengue,9,36.1,57,2.3,partiel,269,Aedes,800000,25,52
2018-02-28,Tambacounda,Paludisme,22,36.1,57,2.3,partiel,269,Anopheles,800000,25,52
2018-02-28,Thies,Dengue,18,30.9,64,7.5,partiel,204,Aedes,2000000,200,75
2018-02-28,Thies,Paludisme,47,30.9,64,7.5,partiel,204,Anopheles,2000000,200,75
2018-02-28,Ziguinchor,Dengue,7,30.2,71,19.6,oui,356,Aedes,600000,90,70
2018-02-28,Ziguinchor,Paludisme,20,30.2,71,19.6,oui,356,Anopheles,600000,90,70
2018-03-31,Dakar,Dengue,41,28.4,75,3.0,oui,426,Aedes,3500000,6025,85
2018-03-31,Dakar,Paludisme,98,28.4,75,3.0,oui,426,Anopheles,3500000,6025,85
2018-03-31,Diourbel,Dengue,18,28.9,71,12.6,partiel,218,Aedes,1800000,120,70
2018-03-31,Diourbel,Paludisme,67,28.9,71,12.6,partiel,218,Anopheles,1800000,120,70
2018-03-31,Fatick,Dengue,8,32.8,66,9.7,oui,426,Aedes,900000,45,65
2018-03-31,Fatick,Paludisme,27,32.8,66,9.7,oui,426,Anopheles,900000,45,65
2018-03-31,Kaffrine,Dengue,6,33.0,69,14.4,partiel,204,Aedes,700000,50,60
2018-03-31,Kaffrine,Paludisme,20,33.0,69,14.4,partiel,204,Anopheles,700000,50,60
2018-03-31,Kaolack,Dengue,12,32.8,62,8.7,oui,401,Aedes,1200000,150,68
2018-03-31,Kaolack,Paludisme,42,32.8,62,8.7,oui,401,Anopheles,1200000,150,68
2018-03-31,Kedougou,Dengue,3,35.1,49,4.7,oui,431,Aedes,200000,12,55
2018-03-31,Kedougou,Paludisme,8,35.1,49,4.7,oui,431,Anopheles,200000,12,55
2018-03-31,Kolda,Dengue,13,27.6,73,10.0,oui,477,Aedes,800000,60,58
2018-03-31,Kolda,Paludisme,37,27.6,73,10.0,oui,477,Anopheles,800000,60,58
2018-03-31,Louga,Dengue,13,34.5,67,6.9,partiel,216,Aedes,1100000,40,67
2018-03-31,Louga,Paludisme,28,34.5,67,6.9,partiel,216,Anopheles,1100000,40,67
2018-03-31,Matam,Dengue,6,36.4,40,3.8,non,297,Aedes,600000,20,50
2018-03-31,Matam,Paludisme,21,36.4,40,3.8,non,297,Anopheles,600000,20,50
2018-03-31,Saint-Louis,Dengue,12,30.9,75,2.7,partiel,250,Aedes,1000000,80,72
2018-03-31,Saint-Louis,Paludisme,28,30.9,75,2.7,partiel,250,Anopheles,1000000,80,72
2018-03-31,Sedhiou,Dengue,4,30.4,74,7.0,oui,458,Aedes,500000,35,53
2018-03-31,Sedhiou,Paludisme,15,30.4,74,7.0,oui,458,Anopheles,500000,35,53
2018-03-31,Tambacounda,Dengue,9,34.7,56,2.0,partiel,262,Aedes,800000,25,52
2018-03-31,Tambacounda,Paludisme,25,34.7,56,2.0,partiel,262,Anopheles,800000,25,52
2018-03-31,Thies,Dengue,18,32.1,61,9.1,partiel,229,Aedes,2000000,200,75
2018-03-31,Thies,Paludisme,61,32.1,61,9.1,partiel,229,Anopheles,2000000,200,75
2018-03-31,Ziguinchor,Dengue,8,31.9,74,6.0,oui,445,Aedes,600000,90,70
2018-03-31,Ziguinchor,Paludisme,26,31.9,74,6.0,oui,445,Anopheles,600000,90,70
2018-04-30,Dakar,Dengue,38,24.3,69,9.5,oui,423,Aedes,3500000,6025,85
2018-04-30,Dakar,Paludisme,91,24.3,69,9.5,oui,423,Anopheles,3500000,6025,85
2018-04-30,Diourbel,Dengue,19,32.8,62,5.6,partiel,228,Aedes,1800000,120,70
2018-04-30,Diourbel,Paludisme,45,32.8,62,5.6,partiel,228,Anopheles,1800000,120,70
2018-04-30,Fatick,Dengue,10,27.6,75,3.5,oui,385,Aedes,900000,45,65
2018-04-30,Fatick,Paludisme,25,27.6,75,3.5,oui,385,Anopheles,900000,45,65
2018-04-30,Kaffrine,Dengue,6,29.6,64,4.7,partiel,248,Aedes,700000,50,60
2018-04-30,Kaffrine,Paludisme,24,29.6,64,4.7,partiel,248,Anopheles,700000,50,60
2018-04-30,Kaolack,Dengue,10,31.4,61,3.0,oui,472,Aedes,1200000,150,68
2018-04-30,Kaolack,Paludisme,38,31.4,61,3.0,oui,472,Anopheles,1200000,150,68
2018-04-30,Kedougou,Dengue,3,34.5,45,1.1,oui,474,Aedes,200000,12,55
2018-04-30,Kedougou,Paludisme,9,34.5,45,1.1,oui,474,Anopheles,200000,12,55
2018-04-30,Kolda,Dengue,12,28.5,73,14.0,oui,459,Aedes,800000,60,58
2018-04-30,Kolda,Paludisme,32,28.5,73,14.0,oui,459,Anopheles,800000,60,58
2018-04-30,Louga,Dengue,12,32.6,73,4.6,partiel,259,Aedes,1100000,40,67
2018-04-30,Louga,Paludisme,29,32.6,73,4.6,partiel,259,Anopheles,1100000,40,67
2018-04-30,Matam,Dengue,6,33.8,45,2.8,non,296,Aedes,600000,20,50
2018-04-30,Matam,Paludisme,16,33.8,45,2.8,non,296,Anopheles,600000,20,50
2018-04-30,Saint-Louis,Dengue,9,34.8,62,2.1,partiel,243,Aedes,1000000,80,72
2018-04-30,Saint-Louis,Paludisme,35,34.8,62,2.1,partiel,243,Anopheles,1000000,80,72
2018-04-30,Sedhiou,Dengue,5,28.1,74,15.9,oui,321,Aedes,500000,35,53
2018-04-30,Sedhiou,Paludisme,15,28.1,74,15.9,oui,321,Anopheles,500000,35,53
2018-04-30,Tambacounda,Dengue,8,35.1,42,1.8,partiel,288,Aedes,800000,25,52
2018-04-30,Tambacounda,Paludisme,20,35.1,42,1.8,partiel,288,Anopheles,800000,25,52
2018-04-30,Thies,Dengue,22,28.4,64,2.8,partiel,246,Aedes,2000000,200,75
2018-04-30,Thies,Paludisme,59,28.4,64,2.8,partiel,246,Anopheles,2000000,200,75
2018-04-30,Ziguinchor,Dengue,10,33.6,78,17.1,oui,452,Aedes,600000,90,70
2018-04-30,Ziguinchor,Paludisme,23,33.6,78,17.1,oui,452,Anopheles,600000,90,70
2018-05-31,Dakar,Dengue,36,28.5,72,5.7,oui,331,Aedes,3500000,6025,85
2018-05-31,Dakar,Paludisme,109,28.5,72,5.7,oui,331,Anopheles,3500000,6025,85
2018-05-31,Diourbel,Dengue,20,28.4,66,13.6,partiel,267,Aedes,1800000,120,70
2018-05-31,Diourbel,Paludisme,54,28.4,66,13.6,partiel,267,Anopheles,1800000,120,70
2018-05-31,Fatick,Dengue,10,32.3,66,7.8,oui,424,Aedes,900000,45,65
2018-05-31,Fatick,Paludisme,29,32.3,66,7.8,oui,424,Anopheles,900000,45,65
2018-05-31,Kaffrine,Dengue,6,30.0,60,5.9,partiel,250,Aedes,700000,50,60
2018-05-31,Kaffrine,Paludisme,23,30.0,60,5.9,partiel,250,Anopheles,700000,50,60
2018-05-31,Kaolack,Dengue,10,32.9,66,10.5,oui,362,Aedes,1200000,150,68
2018-05-31,Kaolack,Paludisme,28,32.9,66,10.5,oui,362,Anopheles,1200000,150,68
2018-05-31,Kedougou,Dengue,2,34.6,58,4.3,oui,430,Aedes,200000,12,55
2018-05-31,Kedougou,Paludisme,7,34.6,58,4.3,oui,430,Anopheles,200000,12,55
2018-05-31,Kolda,Dengue,13,30.1,75,10.4,oui,377,Aedes,800000,60,58
2018-05-31,Kolda,Paludisme,34,30.1,75,10.4,oui,377,Anopheles,800000,60,58
2018-05-31,Louga,Dengue,14,34.6,65,6.6,partiel,251,Aedes,1100000,40,67
2018-05-31,Louga,Paludisme,27,34.6,65,6.6,partiel,251,Anopheles,1100000,40,67
2018-05-31,Matam,Dengue,7,33.5,50,1.8,non,286,Aedes,600000,20,50
2018-05-31,Matam,Paludisme,22,33.5,50,1.8,non,286,Anopheles,600000,20,50
2018-05-31,Saint-Louis,Dengue,9,30.0,69,4.1,partiel,267,Aedes,1000000,80,72
2018-05-31,Saint-Louis,Paludisme,25,30.0,69,4.1,partiel,267,Anopheles,1000000,80,72
2018-05-31,Sedhiou,Dengue,5,27.3,70,15.8,oui,437,Aedes,500000,35,53
2018-05-31,Sedhiou,Paludisme,11,27.3,70,15.8,oui,437,Anopheles,500000,35,53
2018-05-31,Tambacounda,Dengue,6,29.7,58,2.0,partiel,235,Aedes,800000,25,52
2018-05-31,Tambacounda,Paludisme,25,29.7,58,2.0,partiel,235,Anopheles,800000,25,52
2018-05-31,Thies,Dengue,19,28.2,61,7.1,partiel,223,Aedes,2000000,200,75
2018-05-31,Thies,Paludisme,64,28.2,61,7.1,partiel,223,Anopheles,2000000,200,75
2018-05-31,Ziguinchor,Dengue,8,29.3,74,13.1,oui,431,Aedes,600000,90,70
2018-05-31,Ziguinchor,Paludisme,25,29.3,74,13.1,oui,431,Anopheles,600000,90,70
2018-06-30,Dakar,Dengue,47,31.2,81,67.3,oui,498,Aedes,3500000,6025,85
2018-06-30,Dakar,Paludisme,130,31.2,81,67.3,oui,498,Anopheles,3500000,6025,85
2018-06-30,Diourbel,Dengue,23,30.5,77,69.6,partiel,390,Aedes,1800000,120,70
2018-06-30,Diourbel,Paludisme,67,30.5,77,69.6,partiel,390,Anopheles,1800000,120,70
2018-06-30,Fatick,Dengue,14,31.3,76,73.7,oui,570,Aedes,900000,45,65
2018-06-30,Fatick,Paludisme,32,31.3,76,73.7,oui,570,Anopheles,900000,45,65
2018-06-30,Kaffrine,Dengue,11,30.8,80,91.8,partiel,382,Aedes,700000,50,60
2018-06-30,Kaffrine,Paludisme,30,30.8,80,91.8,partiel,382,Anopheles,700000,50,60
2018-06-30,Kaolack,Dengue,15,28.6,77,92.7,oui,621,Aedes,1200000,150,68
2018-06-30,Kaolack,Paludisme,52,28.6,77,92.7,oui,621,Anopheles,1200000,150,68
2018-06-30,Kedougou,Dengue,4,33.2,64,45.4,oui,620,Aedes,200000,12,55
2018-06-30,Kedougou,Paludisme,12,33.2,64,45.4,oui,620,Anopheles,200000,12,55
2018-06-30,Kolda,Dengue,17,29.2,81,106.3,oui,609,Aedes,800000,60,58
2018-06-30,Kolda,Paludisme,46,29.2,81,106.3,oui,609,Anopheles,800000,60,58
2018-06-30,Louga,Dengue,15,26.8,79,68.6,partiel,307,Aedes,1100000,40,67
2018-06-30,Louga,Paludisme,51,26.8,79,68.6,partiel,307,Anopheles,1100000,40,67
2018-06-30,Matam,Dengue,8,31.7,60,57.4,non,366,Aedes,600000,20,50
2018-06-30,Matam,Paludisme,29,31.7,60,57.4,non,366,Anopheles,600000,20,50
2018-06-30,Saint-Louis,Dengue,16,29.4,76,88.3,partiel,358,Aedes,1000000,80,72
2018-06-30,Saint-Louis,Paludisme,46,29.4,76,88.3,partiel,358,Anopheles,1000000,80,72
2018-06-30,Sedhiou,Dengue,6,25.1,87,123.4,oui,599,Aedes,500000,35,53
2018-06-30,Sedhiou,Paludisme,25,25.1,87,123.4,oui,599,Anopheles,500000,35,53
2018-06-30,Tambacounda,Dengue,13,33.3,75,87.8,partiel,365,Aedes,800000,25,52
2018-06-30,Tambacounda,Paludisme,32,33.3,75,87.8,partiel,365,Anopheles,800000,25,52
2018-06-30,Thies,Dengue,25,28.8,82,63.5,partiel,320,Aedes,2000000,200,75
2018-06-30,Thies,Paludisme,76,28.8,82,63.5,partiel,320,Anopheles,2000000,200,75
2018-06-30,Ziguinchor,Dengue,12,31.3,85,93.2,oui,492,Aedes,600000,90,70
2018-06-30,Ziguinchor,Paludisme,40,31.3,85,93.2,oui,492,Anopheles,600000,90,70
2018-07-31,Dakar,Dengue,57,30.8,78,78.5,oui,522,Aedes,3500000,6025,85
2018-07-31,Dakar,Paludisme,133,30.8,78,78.5,oui,522,Anopheles,3500000,6025,85
2018-07-31,Diourbel,Dengue,24,26.5,82,60.9,partiel,360,Aedes,1800000,120,70
2018-07-31,Diourbel,Paludisme,87,26.5,82,60.9,partiel,360,Anopheles,1800000,120,70
2018-07-31,Fatick,Dengue,12,31.1,77,54.4,oui,592,Aedes,900000,45,65
2018-07-31,Fatick,Paludisme,31,31.1,77,54.4,oui,592,Anopheles,900000,45,65
2018-07-31,Kaffrine,Dengue,9,25.3,84,62.2,partiel,356,Aedes,700000,50,60
2018-07-31,Kaffrine,Paludisme,30,25.3,84,62.2,partiel,356,Anopheles,700000,50,60
2018-07-31,Kaolack,Dengue,20,32.1,78,95.0,oui,639,Aedes,1200000,150,68
2018-07-31,Kaolack,Paludisme,48,32.1,78,95.0,oui,639,Anopheles,1200000,150,68
2018-07-31,Kedougou,Dengue,4,26.5,62,119.9,oui,532,Aedes,200000,12,55
2018-07-31,Kedougou,Paludisme,14,26.5,62,119.9,oui,532,Anopheles,200000,12,55
2018-07-31,Kolda,Dengue,13,25.9,80,108.8,oui,501,Aedes,800000,60,58
2018-07-31,Kolda,Paludisme,52,25.9,80,108.8,oui,501,Anopheles,800000,60,58
2018-07-31,Louga,Dengue,17,27.5,82,61.6,partiel,301,Aedes,1100000,40,67
2018-07-31,Louga,Paludisme,45,27.5,82,61.6,partiel,301,Anopheles,1100000,40,67
2018-07-31,Matam,Dengue,9,32.7,72,85.1,non,362,Aedes,600000,20,50
2018-07-31,Matam,Paludisme,28,32.7,72,85.1,non,362,Anopheles,600000,20,50
2018-07-31,Saint-Louis,Dengue,13,31.1,79,85.4,partiel,339,Aedes,1000000,80,72
2018-07-31,Saint-Louis,Paludisme,51,31.1,79,85.4,partiel,339,Anopheles,1000000,80,72
2018-07-31,Sedhiou,Dengue,8,26.7,85,94.8,oui,639,Aedes,500000,35,53
2018-07-31,Sedhiou,Paludisme,24,26.7,85,94.8,oui,639,Anopheles,500000,35,53
2018-07-31,Tambacounda,Dengue,11,30.7,61,76.4,partiel,367,Aedes,800000,25,52
2018-07-31,Tambacounda,Paludisme,35,30.7,61,76.4,partiel,367,Anopheles,800000,25,52
2018-07-31,Thies,Dengue,24,29.0,82,84.9,partiel,365,Aedes,2000000,200,75
2018-07-31,Thies,Paludisme,89,29.0,82,84.9,partiel,365,Anopheles,2000000,200,75
2018-07-31,Ziguinchor,Dengue,12,25.4,87,111.9,oui,587,Aedes,600000,90,70
2018-07-31,Ziguinchor,Paludisme,32,25.4,87,111.9,oui,587,Anopheles,600000,90,70
2018-08-31,Dakar,Dengue,56,29.7,82,88.7,oui,608,Aedes,3500000,6025,85
2018-08-31,Dakar,Paludisme,144,29.7,82,88.7,oui,608,Anopheles,3500000,6025,85
2018-08-31,Diourbel,Dengue,26,26.2,81,63.9,partiel,392,Aedes,1800000,120,70
2018-08-31,Diourbel,Paludisme,66,26.2,81,63.9,partiel,392,Anopheles,1800000,120,70
2018-08-31,Fatick,Dengue,15,25.3,79,54.2,oui,577,Aedes,900000,45,65
2018-08-31,Fatick,Paludisme,37,25.3,79,54.2,oui,577,Anopheles,900000,45,65
2018-08-31,Kaffrine,Dengue,10,31.9,84,59.8,partiel,374,Aedes,700000,50,60
2018-08-31,Kaffrine,Paludisme,30,31.9,84,59.8,partiel,374,Anopheles,700000,50,60
2018-08-31,Kaolack,Dengue,17,32.2,81,98.7,oui,554,Aedes,1200000,150,68
2018-08-31,Kaolack,Paludisme,44,32.2,81,98.7,oui,554,Anopheles,1200000,150,68
2018-08-31,Kedougou,Dengue,3,33.8,76,108.2,oui,630,Aedes,200000,12,55
2018-08-31,Kedougou,Paludisme,10,33.8,76,108.2,oui,630,Anopheles,200000,12,55
2018-08-31,Kolda,Dengue,13,25.8,85,98.8,oui,496,Aedes,800000,60,58
2018-08-31,Kolda,Paludisme,56,25.8,85,98.8,oui,496,Anopheles,800000,60,58
2018-08-31,Louga,Dengue,14,32.7,79,63.9,partiel,380,Aedes,1100000,40,67
2018-08-31,Louga,Paludisme,40,32.7,79,63.9,partiel,380,Anopheles,1100000,40,67
2018-08-31,Matam,Dengue,8,28.1,67,93.9,non,306,Aedes,600000,20,50
2018-08-31,Matam,Paludisme,22,28.1,67,93.9,non,306,Anopheles,600000,20,50
2018-08-31,Saint-Louis,Dengue,13,31.9,77,54.1,partiel,348,Aedes,1000000,80,72
2018-08-31,Saint-Louis,Paludisme,42,31.9,77,54.1,partiel,348,Anopheles,1000000,80,72
2018-08-31,Sedhiou,Dengue,7,28.6,85,90.1,oui,580,Aedes,500000,35,53
2018-08-31,Sedhiou,Paludisme,18,28.6,85,90.1,oui,580,Anopheles,500000,35,53
2018-08-31,Tambacounda,Dengue,12,28.5,76,44.6,partiel,342,Aedes,800000,25,52
2018-08-31,Tambacounda,Paludisme,35,28.5,76,44.6,partiel,342,Anopheles,800000,25,52
2018-08-31,Thies,Dengue,34,31.2,84,65.7,partiel,354,Aedes,2000000,200,75
2018-08-31,Thies,Paludisme,91,31.2,84,65.7,partiel,354,Anopheles,2000000,200,75
2018-08-31,Ziguinchor,Dengue,12,25.6,85,131.9,oui,559,Aedes,600000,90,70
2018-08-31,Ziguinchor,Paludisme,36,25.6,85,131.9,oui,559,Anopheles,600000,90,70
2018-09-30,Dakar,Dengue,64,28.4,78,61.8,oui,1086,Aedes,3500000,6025,85
2018-09-30,Dakar,Paludisme,289,28.4,78,61.8,oui,1086,Anopheles,3500000,6025,85
2018-09-30,Diourbel,Dengue,38,29.5,81,74.5,partiel,643,Aedes,1800000,120,70
2018-09-30,Diourbel,Paludisme,125,29.5,81,74.5,partiel,643,Anopheles,1800000,120,70
2018-09-30,Fatick,Dengue,17,26.1,81,59.3,oui,854,Aedes,900000,45,65
2018-09-30,Fatick,Paludisme,72,26.1,81,59.3,oui,854,Anopheles,900000,45,65
2018-09-30,Kaffrine,Dengue,17,32.4,85,78.6,partiel,493,Aedes,700000,50,60
2018-09-30,Kaffrine,Paludisme,43,32.4,85,78.6,partiel,493,Anopheles,700000,50,60
2018-09-30,Kaolack,Dengue,30,29.5,83,89.8,oui,804,Aedes,1200000,150,68
2018-09-30,Kaolack,Paludisme,80,29.5,83,89.8,oui,804,Anopheles,1200000,150,68
2018-09-30,Kedougou,Dengue,8,28.0,65,40.1,oui,1138,Aedes,200000,12,55
2018-09-30,Kedougou,Paludisme,21,28.0,65,40.1,oui,1138,Anopheles,200000,12,55
2018-09-30,Kolda,Dengue,30,27.7,84,86.6,oui,953,Aedes,800000,60,58
2018-09-30,Kolda,Paludisme,68,27.7,84,86.6,oui,953,Anopheles,800000,60,58
2018-09-30,Louga,Dengue,28,26.9,84,73.4,partiel,590,Aedes,1100000,40,67
2018-09-30,Louga,Paludisme,78,26.9,84,73.4,partiel,590,Anopheles,1100000,40,67
2018-09-30,Matam,Dengue,16,30.8,80,101.6,non,569,Aedes,600000,20,50
2018-09-30,Matam,Paludisme,31,30.8,80,101.6,non,569,Anopheles,600000,20,50
2018-09-30,Saint-Louis,Dengue,24,27.7,80,80.8,partiel,723,Aedes,1000000,80,72
2018-09-30,Saint-Louis,Paludisme,51,27.7,80,80.8,partiel,723,Anopheles,1000000,80,72
